5218	5948	9254	8407	1311	5179
2944	5790	7037	8550	8521	3538
3325	2774	2176	2163	6772	3450
9811	5029	4869	7315	3909	5091
7002	2436	3387	2705	5032	1181
9364	4986	4904	6621	5148	7728
3682	7630	7690	1174	1808	6677
1388	4942	8418	3996	5921	9115
949	2813	5659	2324	5034	7825
1091	9584	1561	6547	6991	1846
9923	4668	5047	2458	1534	3432
9426	7623	3655	9638	3050	3897
1448	7690	401	7900	370	8950
551	6716	7984	4683	4046	8755
3073	8748	2443	1893	9201	2996
9641	2799	2936	5662	729	4217
8189	5411	5164	2334	8250	776
2184	7000	7077	2717	4025	8795
6096	103	1037	9673	99	9504
5958	2947	71	2335	6364	4539
9792	1276	3534	7726	5212	136
8812	8960	8184	6768	4428	5570
9996	9659	9409	5805	8104	9192
1846	2477	9169	6623	7531	4279
348	4201	3530	431	7745	9210
5835	7157	9835	2135	1569	8022
1820	8755	6499	2581	8539	5511
7215	9850	3057	7544	6052	1641
6222	6824	2750	1314	3906	6435
3474	2741	6485	8034	181	6674
1166	4881	1597	3449	3648	9944
2682	4097	7769	1311	3555	6966
6068	6065	7453	6040	1078	7088
8903	8397	4339	7187	1651	6591
7707	8499	2214	7811	5527	1727
2249	722	1200	102	1964	329
9532	843	2148	2481	8543	6408
9208	6280	3901	3265	5303	7229
6151	6745	8248	3724	4787	4654
2508	8027	3375	7047	5852	2919
3769	3981	1350	6201	8677	6922
7300	4240	1317	139	5013	1900
5471	7028	1351	6427	6726	8388
8679	8049	3110	5727	7919	80
8521	1064	6111	1569	5903	7766
4783	3435	780	1186	4639	3186
4171	7326	3005	7503	8071	3964
3099	9925	4225	3190	9516	53
2881	7075	5312	3258	4453	6216
6982	3985	914	9882	6232	6918
327	4517	6329	1126	9311	8282
4368	7890	5237	4480	58	4895
9553	2309	9287	2678	7495	7104
7068	4073	8431	5563	5324	607
5778	8023	6982	8037	4905	3839
6989	7951	1884	5912	1598	3069
9212	1403	3137	6093	256	3264
597	3215	2726	954	5448	3498
7718	6865	2430	8583	544	9401
4596	8165	5688	2554	3978	5179
2628	6558	5438	1315	5453	5923
2921	1278	9383	9270	4521	2373
1330	9437	2475	9294	5967	492
2255	2499	4251	4431	9413	9503
7879	4427	8699	8485	9711	7786
764	2839	9820	1964	5616	8273
9835	3092	4619	5826	9798	2286
9465	8739	1946	7539	3320	8888
433	7664	2297	6734	3450	7276
2631	7194	4981	6338	2675	6437
8169	1562	6280	8171	8577	6354
4822	4178	3321	6062	3143	18
5900	2824	7489	2012	3489	8557
2423	5787	364	4395	4094	3391
5570	2549	2648	3762	4384	4438
2457	4802	9198	1836	939	686
6938	8224	4563	3282	9595	8685
4885	4958	446	3678	8903	9408
4958	9897	8180	3603	8770	1553
9851	652	9041	2187	508	1903
3505	383	4445	6911	6136	1057
9703	1092	4127	6166	308	6848
8495	2658	4804	9497	202	8406
5009	7915	3252	5399	8952	8842
6502	5446	9453	819	1554	574
6187	8705	8679	6973	3975	5902
2724	129	3296	7526	1285	8405
3732	3904	3410	8893	883	6403
3510	4008	295	1515	8113	235
567	1824	6248	5895	8980	4462
3750	2508	154	9816	3927	5593
8837	3843	5077	5898	4517	8818
968	7581	5487	8682	8953	5680
1729	6667	7247	9534	3548	2322
6194	5922	3352	9194	5386	2323
5831	8596	4102	9091	3966	6103
6175	64	9116	7400	6605	6990
6107	2109	7838	1371	6213	6690
7910	5171	8840	197	8668	1041
6543	625	2775	4605	3164	8641
3517	3767	8034	5766	3497	5182
8806	8756	1606	5317	4232	2234
6690	2936	2443	7516	9162	3479
2056	6035	1264	7061	1027	2896
1668	8410	8737	7344	6608	3182
5532	9133	7986	2910	5053	9348
2496	2866	7805	8198	259	2438
5048	918	1623	9572	4808	26
7140	3436	8852	6183	1699	1180
3017	6645	9767	5516	4298	4436
6044	4494	8134	2329	1529	9180
8880	9095	2105	997	2513	8705
7009	9448	4316	938	6486	4885
7647	5444	9109	2980	3795	3604
6160	8533	3962	3229	94	3609
5729	3342	8459	3123	8830	5662
6651	4382	2549	670	6145	1429
1262	587	7771	9657	6437	5908
1943	3621	4151	9582	2994	2571
6714	1024	7426	5927	390	8405
5079	8457	5380	5233	7868	9837
9708	7799	6311	9103	3117	2156
6774	4306	4979	8446	4152	4019
2851	4910	6473	8551	615	5116
2208	4547	858	8249	890	21
2603	1298	5390	4253	4402	9108
3771	7953	5528	3336	5419	1222
2696	8250	3292	6695	4558	7778
8559	48	3721	5927	7602	4561
2960	9779	2992	5935	8053	5097
2224	3051	8967	5476	8173	5465
5899	7265	9287	6995	6841	3034
8647	7835	5512	9204	1162	3996
4586	2284	9704	7529	9437	9940
3260	1902	333	5858	8705	8072
8301	3372	6786	8643	3948	6893
9828	9957	295	9460	9678	8549
8941	2690	6881	6335	5682	1109
350	5588	5711	8255	9761	7329
2539	1359	727	3832	2370	7404
1263	2298	9914	5600	2684	2695
2881	1004	5884	2821	2829	1529
286	5060	5517	3748	5785	1756
4562	7312	6954	797	6536	7699
7982	9253	9276	7497	4738	7608
828	1864	7860	6901	1869	6210
4432	2676	5354	9738	9584	7843
1398	1779	2276	9290	4444	301
4977	7019	7976	9676	7720	5315
5941	5429	5065	7496	8360	6261
2506	9216	4195	9334	9060	1430
5391	2696	7595	3406	2950	3837
5985	5618	1029	2293	4715	2652
2479	6497	4665	8480	1115	4623
7489	9618	3020	3819	5009	562
6540	4908	8527	2186	6550	8864
2849	8883	8932	218	2121	9250
9770	1661	5607	5340	7934	6118
1591	4421	3892	9056	4873	3615
8983	3205	7916	5415	9105	5498
9816	4139	7395	4127	2783	4593
6732	677	6755	1266	5329	5735
4466	7668	1145	2579	2502	7126
7477	3609	5413	568	6923	2699
9608	9503	8355	9187	8121	2432
8291	7856	1457	3717	6898	623
7054	7950	5019	834	5893	5983
679	5437	4119	1279	7405	3426
6785	5494	3226	7237	9615	2517
5460	712	2260	8134	2500	7131
4458	7498	3417	9055	8644	7212
7041	1142	6663	4594	2109	4336
148	5251	7664	7693	7359	393
5684	4006	374	4592	7658	7516
1351	3734	2052	3521	5115	4430
2275	712	853	2034	2017	5366
4088	7838	3709	4623	4835	7133
2023	7939	1610	4098	4167	1879
1399	5861	336	1942	3931	838
77	4484	9313	3089	3650	5742
7399	676	1230	1332	7021	343
2535	4371	3827	2950	6502	4635
7441	1630	2628	3540	5381	3639
7887	6692	1861	766	1902	42
5893	2364	6518	4243	3818	927
4202	5754	3303	4054	2823	5126
5894	8614	7501	5581	5209	694
430	2609	4521	563	7828	4731
6847	4540	9080	5891	4568	1270
8789	9475	3981	4761	2993	340
9972	2774	6097	1046	3544	3519
4292	1451	414	3845	1565	9937
1209	2707	5686	8642	7126	8457
1654	9550	8243	5724	2273	6058
7286	6157	9982	6918	3486	9937
3019	2283	2402	2455	4016	4430
9107	6280	3184	6936	5439	9568
8828	9763	1637	5036	2243	3420
9317	9754	6254	5689	8350	9568
6477	7822	6731	7306	9083	7678
4060	1282	5724	6453	2816	4964
4736	7217	9562	7564	8435	7130
7336	2370	454	298	449	1982
3197	2658	4056	7072	6661	8116
6190	8097	4107	3946	9028	5161
4457	2131	4419	5617	4823	2704
8991	8760	5334	5708	1910	3073
5885	9008	5169	5236	1697	4835
1838	5462	2147	2205	2596	3201
3570	2178	2021	5073	6863	2020
1618	125	7647	5782	6224	5642
8090	2355	4089	7260	8301	9077
5441	7170	2953	8211	3106	1361
6686	9091	8131	9293	5657	1062
312	2722	8465	2432	5832	9460
5815	3374	9732	772	9735	1833
4725	4778	822	8194	4099	1444
2614	8794	3440	9110	6300	6526
237	5467	9564	3798	2032	5208
111	1194	6914	3791	3945	9682
8370	6964	4839	776	3912	4808
1183	4229	5105	8319	9339	2889
6269	396	3719	3822	659	6582
8620	424	5241	3937	8681	2834
2489	7474	2584	3459	1334	7294
5779	2617	5812	5683	815	2709
577	5946	3913	1561	5106	8943
1239	1248	9209	5450	3343	7306
4175	5728	1141	7242	4862	2851
6283	2079	9661	6943	6334	2493
3624	4523	4302	8980	9255	8699
6121	1992	990	7659	4681	4841
789	9988	4635	5178	4225	9566
4043	3620	7778	582	3085	5022
7996	981	7992	147	2465	7931
1795	1840	7701	6763	3832	9641
4112	1326	3562	1434	7975	8930
9398	6316	7073	5486	3554	8840
5037	7156	4389	4611	6263	8216
5522	7500	1678	635	4293	7515
3216	6125	582	5156	9032	1172
8689	3049	5366	6098	1945	9448
9143	5124	5878	5085	5713	3189
9008	6454	3892	4587	5292	9233
7669	8383	1220	463	1955	3236
3429	1407	6670	1060	5397	1605
5390	8593	3064	7870	2171	5238
684	6645	6003	9691	4423	7104
9287	2743	4256	3559	3942	5255
197	7285	4887	7248	6277	3740
7177	793	3276	9244	3512	137
6891	6259	6906	6385	7847	5083
5977	2370	7962	8100	335	421
4013	8644	9712	9524	154	2718
7452	9779	2771	908	9881	6764
7512	2214	4140	1585	7416	7560
3153	3154	7099	7761	8494	2540
7333	5459	4556	128	7929	337
5266	9145	9971	7534	4801	3906
725	3921	1462	8456	1916	9360
4903	3238	7471	6344	9836	2064
6123	1849	4083	4860	4488	2699
1063	7668	7202	8757	4364	9939
4813	6636	5537	6958	1932	8340
9087	1182	7308	9365	7332	1031
4515	8148	632	1146	7252	568
4455	5606	6374	8012	4315	178
3051	7878	1669	3537	4524	6414
6170	1329	4823	5314	3977	9641
8589	9669	7057	7445	1208	6202
246	313	9087	4632	5203	9431
4687	5746	8218	3335	2261	4316
5034	3867	9209	9751	35	4959
3948	6108	3912	5571	9074	1363
137	6627	5445	4028	1852	8978
31	1731	7677	8665	5064	7492
1933	4743	196	4452	4748	3823
887	7637	9402	6208	6387	3991
7953	4481	7424	2983	2779	3133
3212	7552	8251	1976	8965	5014
2155	6209	6397	7055	1403	8148
9905	3238	119	2023	6299	3630
7016	1502	6909	2786	2777	8492
7413	7359	825	9167	2716	2046
9357	8474	1423	1266	4773	89
9248	8549	5215	393	7540	5041
7279	9873	5189	5810	7137	2969
4891	8386	1518	1639	7011	9327
7539	2048	7278	3482	7677	7167
6065	1994	7572	7324	4526	5067
7161	7088	785	8959	5895	9492
5471	2122	6028	5430	8101	6250
4390	4622	9541	7243	6185	1396
1750	7610	6331	9270	4159	200
6194	557	6756	4754	9538	4797
6393	9491	4233	905	2535	2551
2379	5577	2177	4592	9648	1034
6487	5982	859	3009	960	1700
9200	2557	8219	1480	382	5985
5437	7627	6288	727	3357	2557
939	8060	9344	6383	5295	5327
3688	9840	9365	9184	9516	4158
251	2706	7047	1405	4571	453
1799	663	100	6383	5954	8824
5624	6350	1367	463	4644	8528
1548	7354	9522	698	6418	1668
1124	3614	7522	8168	4372	450
1982	7683	1384	5820	2749	512
9606	448	7884	3489	3277	5695
8374	9808	4876	4794	6833	84
7168	3591	2794	7393	2306	3669
7468	7397	7897	3550	5567	392
3833	2721	6804	5134	2445	101
3083	34	9115	2288	1895	4657
2635	1996	2866	5534	2663	6689
1246	8478	9089	7180	8358	2174
2557	1339	9628	3821	2514	8089
8433	6564	3077	3489	4296	7573
8283	4485	857	8832	5007	5676
8590	1386	7604	1093	6889	2833
6061	8948	5927	6805	1850	6166
6527	6253	8477	2772	8474	1249
1900	9406	5025	8572	8836	5807
4969	1260	5227	8891	3914	5448
5398	3492	368	5655	2350	8793
7603	1653	4770	1201	319	3596
9873	274	3412	1289	9935	6465
290	127	7936	5523	9688	7292
4561	7445	4455	7569	6138	7895
448	9703	5681	5278	1140	8934
7024	4576	7519	2579	5694	3450
9419	869	1334	9732	2178	4770
9552	1059	6199	7636	6160	2463
9596	6152	9074	5849	9966	3752
1787	6992	7580	6872	8695	9961
3453	4245	8654	4633	2593	697
3032	6399	8149	5513	8328	1685
3331	4526	8841	8659	5927	5740
681	971	7124	663	96	9891
1050	6769	6376	7570	3071	4225
5992	9683	6455	516	7346	6114
3885	9737	3247	3070	9869	7814
5762	7548	3856	1196	7587	5934
9347	9880	4675	8690	4210	6588
3115	9560	7668	155	6495	2336
7069	7420	8346	7359	5703	5349
4766	2387	986	7144	4860	1401
8095	5525	4114	3142	6118	4063
3111	9766	8607	1912	3007	4248
4179	6368	7755	9328	2774	6403
286	4496	7986	2049	647	821
3181	374	2382	7628	6161	468
7544	7829	9529	1071	3263	737
9644	4820	1716	7472	6506	7327
5490	9499	2499	480	3840	7510
8856	213	3116	3103	3363	289
45	4575	3730	351	5297	9939
6444	7331	1477	5808	5939	1228
6330	2490	441	5190	6934	9439
7642	9088	9434	3671	2329	1089
7823	9803	9959	6701	9605	3368
6644	5240	6132	4800	6210	830
2080	1018	9430	2872	5763	354
4218	7747	2709	8348	7043	1485
4751	9754	2970	1076	7015	6060
3010	9848	9503	7655	1155	2576
4491	1617	3841	6501	5495	2450
7608	5604	4383	7465	7669	4608
1370	1490	9811	3936	6371	9463
1339	5968	1871	8732	6553	7558
6530	2829	4022	7454	5897	4038
5950	4169	1124	173	9914	5967
4035	517	1252	1096	4601	6457
2006	3222	9971	2456	2015	433
4521	6906	8427	2948	5113	6989
9355	9096	3623	8044	2942	5747
3607	6864	2956	5551	550	6015
3656	9202	1560	4934	1096	6193
888	129	4471	7940	9391	7998
6220	8189	8815	7623	4365	6266
6647	2326	6377	8984	4614	4869
35	2280	9525	9262	3160	6184
9304	1308	7320	6920	2698	1292
1495	2309	3515	7219	35	8002
1755	803	6076	7380	4975	1480
5305	9158	6846	7381	7303	8544
5979	2349	7123	849	2430	7405
9146	7308	8086	4602	4379	1737
8279	7115	403	8130	3123	1336
9224	2419	1606	3983	1444	2987
5802	866	4123	5814	100	2301
7582	9613	451	5609	4398	3067
2790	2497	2221	3783	5867	7880
9245	8511	9941	7241	9121	8341
173	8631	3228	3130	8370	519
4467	4931	5429	1375	4075	2249
9565	6064	8329	6024	5777	2597
5232	416	5295	4968	583	3855
3534	8711	5803	8776	8109	5638
9578	8210	1893	1063	9607	7839
4071	4083	1575	7884	569	3440
5520	5358	3183	6371	3113	7809
3805	3079	9356	4100	3844	3075
5293	290	6017	8775	7243	9422
5343	5878	2529	3737	7671	5563
4970	870	7846	2444	9848	9197
7333	3504	2730	828	7856	236
9180	5611	18	299	4475	7406
7761	9793	2251	6379	3388	9006
611	3402	8326	1299	5702	2318
1300	5199	2396	348	9268	2930
4692	52	4862	2035	9262	1532
4806	617	9989	7304	2384	1990
3123	1400	437	344	5693	4313
7766	6983	2094	7499	8973	6404
5608	8434	3109	4715	8273	433
4363	2356	9711	4768	9642	8874
5048	497	9912	5388	221	432
866	8534	6931	9796	1438	4753
8133	9977	8062	6480	5205	1180
4979	5529	9827	491	4348	8589
5465	3981	9945	6690	2409	3611
9165	6125	7304	6869	220	6025
8988	4796	6988	9880	1228	3580
6237	9810	4814	5208	3096	1429
1193	7186	3107	6584	8568	3459
527	6145	7435	1858	2997	4556
2737	4088	2204	3462	3085	3548
2874	2478	1176	5181	7532	7757
6822	9034	7698	6169	2387	5142
9264	6275	7251	3967	8185	808
974	5762	9972	9628	3351	7823
2001	9963	9500	284	5748	7705
7776	6091	1693	4645	5737	3738
4558	3500	8968	9429	732	6667
8098	9134	5706	3018	1763	3511
4510	3859	5904	4689	1709	651
155	3158	4905	7821	7880	8418
8123	8704	1540	899	5914	8517
4942	7378	1640	429	4164	188
624	5042	4876	7161	3462	7165
5820	5890	8903	5237	7493	7207
9661	6427	8365	667	8567	3738
91	3523	2618	5847	4366	2232
6792	9453	659	6641	5381	8925
8102	9448	1476	9694	487	8885
5158	5148	7289	1051	2906	1247
9982	2578	5756	1909	6783	9733
4566	8009	7215	5376	2609	3382
2348	8480	8230	7218	5860	9073
4160	1359	1613	8954	6705	7395
6450	1889	4424	5962	3196	2360
7813	3412	2300	6933	7905	1626
5918	3556	9134	2510	1585	7032
4034	7602	9871	5009	326	4320
5274	9940	8046	5533	7749	2196
9300	8779	3410	2186	6360	7042
4210	7706	8835	3729	8371	5565
4085	1837	6707	7714	2803	7472
1147	9338	8997	118	994	95
9443	6009	5732	7535	8329	5003
965	873	5219	8139	5535	1431
3037	7299	601	7429	5757	2716
7359	8452	8915	1312	4528	5889
2572	2873	8331	1336	4346	1676
755	4012	3998	3978	5638	9145
5608	8507	1328	4705	1972	5575
5055	2159	224	6818	657	5376
7072	5668	730	29	6457	6415
7689	2280	5925	2116	589	3833
666	5193	7590	7375	250	3905
9139	5205	8396	2138	8034	5268
9305	3521	1407	6652	8623	7401
6231	372	7793	9114	4810	5566
1957	1604	8912	6638	9722	1308
3870	5533	9538	2130	1046	409
5758	9470	7421	617	1771	7977
26	4458	1579	5079	6089	6256
3600	1412	6275	8159	1295	6980
3106	2521	6624	8017	7406	5120
2193	4856	1758	6715	7557	8707
1181	3896	5802	820	1636	6387
2944	1440	3926	2404	9975	708
5896	7239	1649	1094	6119	1390
5483	7953	3041	1894	1479	699
388	2996	9631	4118	6476	3297
1987	402	7021	7827	7707	5422
1381	2858	666	5752	5808	6413
3385	8134	8223	8951	5558	2761
6756	8100	1065	2801	5692	7286
9514	2087	5846	8355	8698	2094
2874	9118	9074	3929	5907	2880
4196	2346	9624	200	2992	8080
8565	7920	3947	5565	8306	2841
9614	1036	173	5458	3819	5863
5931	423	4795	5027	2349	8790
8536	7985	5617	2201	2258	9223
9517	7386	2962	5616	5576	8097
5254	3465	4615	4282	2174	526
260	5971	8037	1712	3447	288
1671	958	6400	4932	1303	270
4471	2514	4137	3327	9758	4159
8984	8298	5977	4375	4261	1028
5010	8480	3309	5698	84	992
2654	1642	1694	291	5077	115
9268	6053	1147	3809	9261	3987
4228	4693	8501	9126	8703	4974
6101	1676	6060	7215	6055	2417
6443	3724	8322	7431	8776	8216
5590	2073	2330	8999	7798	2578
3085	2771	2055	5371	8865	9638
5233	7064	9524	1258	6919	2980
5494	6390	5578	9139	6156	7114
1714	405	1655	4349	3758	4614
120	6729	9782	782	8064	5510
4162	7298	2472	1997	447	79
421	7094	451	4171	3697	3757
8761	7313	4082	7692	1234	1353
9626	6301	9191	4704	5761	975
5427	2752	2862	1759	8079	2525
1414	5199	7123	727	2832	6545
3221	826	7739	6973	5682	9166
6295	1397	3289	9498	7775	6540
4079	8831	6972	804	3777	987
1245	7804	1626	6471	7557	5913
1585	7762	3688	8997	6562	3703
8882	1599	6111	7437	5627	6848
5001	8837	5732	2546	4242	6520
2910	5859	5729	9855	3041	3577
6333	4671	4734	1761	9472	9704
3185	7304	5950	3306	8479	8699
3682	7751	645	893	5577	3777
6194	8153	4690	1315	5053	1219
8375	4539	4121	6701	3289	3094
3396	3275	2156	5994	3376	2701
7386	4530	9095	7915	9464	5383
1794	3222	1279	6382	2328	2354
7051	7254	1836	8506	450	8683
429	7339	3881	478	3205	4331
182	1644	3929	1106	3119	7914
2614	560	9918	8800	5117	2439
8105	5125	6226	1343	1963	8947
8469	2644	1395	5147	4154	4369
6168	2404	7167	5858	7950	8325
3495	5222	7560	7339	3276	706
4187	4135	1110	9201	6138	3660
1402	9578	7411	581	8695	1754
6589	238	1207	8062	2417	2870
7511	5624	4637	7517	2178	5087
3188	6207	6265	4636	4459	879
9574	3430	896	3859	5377	3852
2412	5996	944	4078	1483	5565
5604	1271	1143	7984	2363	9833
641	4052	6885	3753	5382	9037
1133	9193	5504	8684	403	5845
8407	8877	3610	174	3213	4873
9256	5036	1009	4037	1136	3084
4520	9252	3299	5341	6825	538
1341	1037	946	4844	5017	9706
7304	7077	284	9814	9715	3401
2660	6162	9555	8839	6250	9736
2615	4255	7113	5322	7846	8985
3330	5777	5704	1381	7311	8583
9513	3969	4150	9838	6293	3347
8165	4940	8067	3624	3275	7320
6487	7815	6047	801	6786	2692
9325	5771	9250	997	5308	9658
6661	8922	6869	2350	2584	2872
380	8863	5107	8650	1499	3817
3294	3813	8904	2150	7432	8444
8029	3057	8866	6216	6896	248
9405	455	3912	8089	9675	9822
9088	6091	6039	7354	1447	6129
9575	7293	5782	9175	670	7002
3699	8269	8739	1849	729	5692
2522	7922	6235	475	327	2408
2497	7138	4608	1391	9130	2047
6923	5793	6156	4871	1003	3400
9845	19	129	2670	3705	4467
7319	707	6892	531	5847	4591
1301	702	9863	1788	3975	2105
422	2872	560	2639	417	2899
6799	1156	7661	3970	9729	3191
2582	5062	574	3139	5761	5035
5581	8056	5810	8880	3905	563
3320	2528	7328	3435	7684	9585
7123	8258	2195	5408	6065	8084
3353	1199	1678	4440	7793	5827
1385	732	3975	7692	3218	9809
4864	8524	7728	164	8089	8255
3882	3932	1835	6870	8532	6429
3698	9098	4685	4130	4232	9505
1887	8477	3721	7076	6582	7187
3150	1196	8986	4394	6097	4407
8026	9436	6833	5385	5543	7893
9287	4163	4052	6694	5678	4805
5011	7110	3294	9156	3044	7819
2239	48	7239	3641	116	3131
474	7056	217	478	1210	96
5233	1640	3507	3200	5895	4256
3280	9325	4920	3300	3200	9681
8021	8576	4663	8758	6899	1105
303	1693	4304	264	8455	3375
6193	9557	2896	7134	7403	4272
3421	1167	2768	7214	8486	7825
185	9023	5315	4110	9964	5729
2247	5248	4542	2215	8155	2348
1360	6257	5161	5359	1303	8086
4890	2082	6646	6355	2027	4088
1415	5896	3055	6848	6645	2899
188	6005	2284	8875	8118	8789
7444	926	4494	695	1422	4240
4564	1115	3939	2599	2611	4038
4764	5388	9949	2738	3815	1550
4697	1237	3042	8206	5911	9484
5963	2908	7021	9914	3487	2113
2438	8502	2912	9099	4515	3428
5090	2146	7700	3857	5902	6678
4442	5938	4874	7060	4139	9038
8780	7084	6916	6489	9593	2606
1461	679	7989	3233	3783	9641
9799	1160	3219	5552	8184	2815
2146	2856	3673	3013	3142	6463
6026	9354	624	686	8275	3338
9704	5825	3021	9293	2256	9679
5202	9737	217	1146	7289	4351
8177	6451	115	6897	678	83
8137	5981	7812	6001	4611	2327
906	5478	9324	6693	8699	2286
5354	479	2741	2522	1135	7756
794	4536	9961	3829	7266	3791
1894	6423	8235	8654	9231	7768
8543	3368	2648	1551	8311	2676
6413	1181	3594	2416	3918	9267
1345	6328	6143	6219	3370	5329
901	1296	7947	8937	8924	9573
7329	2535	5467	3273	9178	8266
2089	1132	3618	7929	4623	5243
7285	5375	6981	1917	4630	825
6063	4374	6535	7093	4365	847
5645	182	4180	853	2746	4365
1508	3182	8081	7456	9199	6987
757	2796	7419	9407	804	3351
3560	8776	694	7402	5525	7406
80	1173	4975	3595	5708	9043
5432	3036	2249	8219	9329	2679
6613	4915	8517	8161	1637	5918
7462	9040	5563	609	5631	2177
5964	448	5087	1753	3616	9143
3414	2120	9255	8374	3476	1509
2863	3880	563	9533	9300	8757
6249	959	5500	103	5298	9388
5752	6160	8046	2240	2560	7014
1836	993	2155	5692	7217	976
2878	7630	314	4132	9575	7994
2712	9403	7498	8575	735	4689
766	5635	2232	1382	6937	1837
7346	5595	7990	3435	7221	688
2400	2882	4507	5709	4406	5963
9257	5840	2973	1357	4385	3849
9344	6284	4263	9054	3938	3454
5494	4088	5570	32	465	9479
3540	6687	6434	4551	7929	3224
1657	9926	6877	8313	1645	3259
3721	8512	9471	7036	4698	8689
9815	8801	8987	806	7032	6321
5389	8518	1600	8921	8007	7464
8449	7959	2110	9366	2665	3630
9398	9402	7345	9720	8335	5912
4305	7193	7758	7157	9965	4729
2607	2021	8170	6627	5371	900
509	3070	8854	2065	6282	864
9004	6121	555	5051	3093	4712
3360	4431	7672	5536	519	410
7921	6405	2239	3500	6545	8760
4815	939	7799	6193	5904	6912
6864	2803	6000	2357	5995	1308
5465	1009	9830	4614	7929	1958
4957	602	9952	7575	6555	6973
688	5774	8639	2259	614	417
988	3289	7270	1021	5115	3698
8473	9950	9756	4914	4846	7309
2800	2277	5137	4029	7631	4665
3581	7864	7389	5760	2355	9483
9264	4875	2195	6415	1019	8614
991	658	8670	1465	5443	6500
5220	1581	8902	2795	6899	3608
2381	7040	4285	4703	1846	4322
8705	744	837	5827	2844	7231
1153	7597	9935	9280	2428	4482
233	402	719	4817	9181	3719
2259	1776	2953	185	8623	4289
5454	1902	4937	1303	6247	5435
7067	6293	1677	1897	999	92
7092	5612	3667	6578	1315	2090
2479	382	6770	2755	2781	7771
3082	836	8685	2692	3990	6797
9853	6559	6243	1144	2753	2399
7809	2223	1588	5186	3507	7955
7108	7820	69	8303	5987	2947
3126	876	9697	7507	9422	2266
7505	1112	8589	5432	8839	1945
6206	3416	7007	6038	3707	3502
3123	2776	7539	3331	8201	5736
1982	6866	616	6706	8039	908
6301	7914	2465	1287	7190	8039
7997	8774	4915	6641	9963	6769
1913	3222	2545	4409	4949	1380
6835	1140	5884	8982	7123	2878
5988	6179	8486	3368	1224	6483
9719	6458	2162	8869	1625	8563
6197	8272	805	2387	7180	2230
2896	6774	5685	3057	6272	4142
9785	879	7581	7357	1631	461
435	2686	296	8020	7746	9885
8739	1512	3685	6623	8848	7647
6266	2143	6964	9662	5100	632
1354	2904	7557	2174	8996	5333
2595	2448	8540	7012	8732	1275
616	5807	7266	2483	6331	4953
8909	6932	5113	8752	5880	7354
4440	3768	775	8374	849	3036
628	7666	2482	3475	681	9332
3694	5380	8165	7055	4795	2306
8265	7712	8627	8223	7274	7450
4818	7649	1392	1983	2228	5478
4219	3765	1213	2373	9494	2963
7064	7569	8382	87	8669	2349
9749	4202	1881	3282	3510	1369
2729	7785	1485	2449	1162	1646
1159	1340	1896	6313	2153	4973
1474	1883	1218	2062	6552	7935
5885	1032	6373	947	4861	1255
